Wavelength_nm,Reconstructed_1,Reconstructed_2,Reconstructed_3,Reconstructed_4,Reconstructed_5,Reconstructed_6
566,9.58085374181196e-159,1.17201675756836e-25,4.74773991144172e-14,3.60759532677091e-35,0,1.44562930779372e-196
567,1.77032030167989e-161,1.05038723767351e-26,2.8898640650261e-13,2.07479041759164e-36,0,1.29907249649727e-199
568,3.09468955776622e-164,8.90599920077321e-28,1.66507866190278e-12,1.12888122922236e-37,0,1.10440263045724e-202
569,5.11799585206219e-167,7.14386876121668e-29,9.08158640637724e-12,5.81085274968454e-39,0,8.88257896378242e-206
570,8.00756310686608e-170,5.42128056541185e-30,4.68879646794125e-11,2.82975665011057e-40,0,6.75878018028898e-209
571,1.1852730525835e-172,3.89213504216622e-31,2.29159094889531e-10,1.30369472552589e-41,0,4.86536209288949e-212
572,1.65979347078498e-175,2.64357427498839e-32,1.06021146272595e-09,5.68224987900516e-43,0,3.3134438298629e-215
573,2.19890918470348e-178,1.69868453994238e-33,4.64335029526405e-09,2.3430542707299e-44,0,2.13482194599894e-218
574,2.75599315823969e-181,1.03264620116734e-34,1.92512114415896e-08,9.14033194964539e-46,0,1.30125168537881e-221
575,3.26788358804906e-184,5.93892676111801e-36,7.55573403513768e-08,3.37333279861285e-47,0,7.5037533745371e-225
576,3.66583252140018e-187,3.23133502329102e-37,2.80731891532868e-07,1.17780667135228e-48,0,4.09367535773257e-228
577,3.89041796990953e-190,1.66331156185289e-38,9.87433845691203e-07,3.89050906222783e-50,0,2.11283628189677e-231
578,3.90604736946815e-193,8.09995908709708e-40,3.28798821499487e-06,1.21578408194618e-51,0,1.03165834077006e-234
579,3.71019169798792e-196,3.73172510732022e-41,1.03648594019625e-05,3.59438071091393e-53,0,4.76566534225427e-238
580,3.3340552558003e-199,1.62649998687363e-42,3.09323219355051e-05,1.00533151585245e-54,0,2.08270994188021e-241
581,2.83443718847402e-202,6.70681124859931e-44,8.73942087264583e-05,2.66018671380747e-56,0,8.61096132957967e-245
582,2.27970410882471e-205,2.61634917729484e-45,0.000233764699325,6.65936076623516e-58,0,3.36815514561258e-248
583,1.73463348994386e-208,9.65590368163251e-47,0.00059197921879064,1.57714116183625e-59,0,1.24637904120673e-251
584,1.24868982300126e-211,3.37138030936005e-48,0.00141928736564838,3.53367163418269e-61,0,4.36340763465597e-255
585,8.50391709896131e-215,1.11362806518343e-49,0.00322162940685736,7.49030348548653e-63,0,1.44517033193172e-258
586,5.47899701398272e-218,3.48008770369819e-51,0.0069235227944819,1.50207023029357e-64,0,4.52824470310328e-262
587,3.33964812006576e-221,1.02886361979982e-52,0.0140873655013511,2.84969685878833e-66,0,1.342327039501e-265
588,1.92583003982159e-224,2.87768354464541e-54,0.0271386477717714,5.11475327176641e-68,0,3.76447476109155e-269
589,1.05063727226844e-227,7.6145782871604e-56,0.0495001894938841,8.68496983382467e-70,0,9.98775869623383e-273
590,5.42257104918881e-231,1.90619040512252e-57,0.0854850183534564,1.39517774535089e-71,0,2.5069709015873e-276
591,2.64773977011212e-234,4.51444433744903e-59,0.13977891353894,2.12035396333605e-73,0,5.95316809191377e-280
592,1.22310276174503e-237,1.01148611711883e-60,0.21640413669207,3.04863051877399e-75,0,1.3374100977228e-283
593,5.34525212931245e-241,2.14404131818228e-62,0.317223352904798,4.1468547115633e-77,0,2.84248807111976e-287
594,2.20999374213436e-244,4.29955961437496e-64,0.440294813354899,5.33642545368296e-79,0,5.71544834488331e-291
595,8.64433308830665e-248,8.15703638894622e-66,0.57863354271253,6.49680264923202e-81,0,1.0872253191435e-294
596,3.19881808310101e-251,1.46405848150529e-67,0.720025196540848,7.48284074732677e-83,0,1.95661965365367e-298
597,1.11986376408936e-254,2.48600530098244e-69,0.84835553671631,8.15362870206476e-85,0,3.3312779167356e-302
598,3.70901374149273e-258,3.99358816106287e-71,0.946446121221534,8.40529497959283e-87,0,5.36578071791446e-306
599,1.16216901617416e-261,6.06934887935153e-73,0.999776602421221,8.1973331996526e-89,0,8.17659666611342e-310
600,3.4450675640646e-265,8.72646857205192e-75,1,7.56327371256446e-91,0,1.17877205293634e-313
601,9.66148301683429e-269,1.18700502046655e-76,0.947081748954331,6.60183471935004e-93,0,1.60768911750177e-317
602,2.56334727004311e-272,1.52751042548081e-78,0.84930845188969,5.45176437434191e-95,0,2.03060980440752e-321
603,6.43411321008839e-276,1.85965940405748e-80,0.721163288485769,4.25919091745478e-97,0,0
604,1.52787403466897e-279,2.14190516722494e-82,0.579817398401488,3.14800011527905e-99,0,0
605,3.43244828714029e-283,2.33391302024237e-84,0.441404994777983,2.20135917930953e-101,0,0
606,7.29521433070109e-287,2.40595054161368e-86,0.318177995561636,4.10692529507124e-103,0,0
607,1.46686352339024e-290,2.34642309393969e-88,0.217164141715356,4.23927689985337e-101,0,0
608,2.79035180815805e-294,2.16492848011843e-90,0.140342435841333,6.4139937371906e-99,0,0
609,5.02164279318951e-298,1.88972402006451e-92,0.0858757130691468,9.18151061584264e-97,0,0
610,8.54968808651641e-302,1.56052529757063e-94,0.0497541600097687,1.24348485071027e-94,0,0
611,1.37712171201157e-305,1.21916038872697e-96,0.0272937443302087,1.59334159167507e-92,0,0
612,2.09851452961427e-309,9.01090631515736e-99,0.0141764753112278,1.93161549630159e-90,0,0
613,3.02530549242597e-313,6.30077114363222e-101,0.00697174320871251,2.21552825732103e-88,0,0
614,4.12613835248165e-317,4.16808471104668e-103,0.00324622663841751,2.40425339875231e-86,0,0
615,5.25191781529245e-321,2.60853680411021e-105,0.00143112265479097,2.4684884820265e-84,0,0
616,0,1.54445408138361e-107,0.000597353696736685,2.39790275509336e-82,0,0
617,0,8.65108607546691e-110,0.000236069005498149,2.20385687206598e-80,0,0
618,0,4.58441437777388e-112,8.83273276081975e-05,1.91640996287064e-78,0,0
619,0,2.2983422412478e-114,3.12893032305095e-05,1.57669838448079e-76,0,0
620,0,1.09009194996566e-116,1.04939107635716e-05,1.22734328673361e-74,0,0
621,0,4.89135480359824e-119,3.33208103839632e-06,9.03946799570606e-73,0,0
622,0,2.07640851174004e-121,1.0016744019472e-06,6.29914144643041e-71,0,0
623,0,8.33900117463335e-124,2.85079935621662e-07,4.15321022301225e-69,0,0
624,0,3.16834794882199e-126,7.68125430559824e-08,2.59091432609131e-67,0,0
625,0,1.13885728726122e-128,1.95938405129479e-08,1.52929554361435e-65,0,0
626,0,3.87278458179364e-131,4.73179182914225e-09,8.54086405783203e-64,0,0
627,0,1.24593382553814e-133,1.08180064797889e-09,4.51322656333106e-62,0,6.09677006968098e-320
628,0,3.79213869320377e-136,2.34143188488224e-10,2.25657863714228e-60,0,4.71757055268669e-316
629,0,1.09192057482203e-138,4.79762045250774e-11,1.06756676164236e-58,0,3.45894398597445e-312
630,0,2.97451036306792e-141,9.30631959930457e-12,4.77885917568871e-57,0,2.39930950111036e-308
631,0,7.66580069285974e-144,1.70897489561673e-12,2.0241448554273e-55,0,1.57451433439538e-304
632,0,1.86903382552482e-146,2.97096316164565e-13,8.11242760121039e-54,0,9.77517551964673e-301
633,0,4.31116256232108e-149,4.88946381710377e-14,3.07649255631553e-52,0,5.74143047134217e-297
634,0,9.40782515824238e-152,7.61774492638062e-15,1.10397891732174e-50,0,3.19031272372678e-293
635,0,1.94223455365417e-154,1.12354892664329e-15,3.74860643918164e-49,2.81617418129511e-321,1.67711947610353e-289
636,0,3.79342686260552e-157,1.56876322380584e-16,1.20444659709857e-47,2.22662392654164e-317,8.34088914290457e-286
637,0,7.0093759583249e-160,2.07358794179062e-17,3.6620019510032e-46,1.72569149993442e-313,3.92444544518795e-282
638,0,1.22530609653529e-162,2.59470083856609e-18,1.053580714368e-44,1.26530741715064e-309,1.74687505668823e-278
639,0,2.02641053408301e-165,3.07363540061127e-19,2.86840446537766e-43,8.77701801192418e-306,7.3563602912113e-275
640,0,3.17050085641427e-168,3.44681837489632e-20,7.38995252332094e-42,5.75991391391564e-302,2.93077001510686e-271
641,0,4.69294987519801e-171,3.65920317247412e-21,1.80167795306594e-40,3.5760459413966e-298,1.10463319028662e-267
642,0,6.57175791231963e-174,3.67754595756225e-22,4.15673896912819e-39,2.10043046358575e-294,3.93887353257757e-264
643,0,8.7063234597574e-177,3.49892662070677e-23,9.07558178002015e-38,1.16716345010379e-290,1.32875094408577e-260
644,0,1.09120322273558e-179,3.15150980700519e-24,1.87520451015364e-36,6.13582879087464e-287,4.24065298768644e-257
645,0,1.29388024500086e-182,2.68727320540991e-25,3.66675430822865e-35,3.05163792171048e-283,1.28038178016457e-253
646,0,1.45144346581606e-185,2.16928587849704e-26,6.7854837601023e-34,1.43585645440386e-279,3.65732736695344e-250
647,0,1.54036544461715e-188,1.65781579622326e-27,1.18837290393713e-32,6.39156684048201e-276,9.88338666082461e-247
648,0,1.54655372237712e-191,1.19942526739401e-28,1.96972203431365e-31,2.69167098452851e-272,2.52676781984061e-243
649,0,1.46900696241101e-194,8.21543673893796e-30,3.08990443744822e-30,1.07239549324725e-268,6.11142502884971e-240
650,0,1.32008014208262e-197,5.32735857813905e-31,4.58755150712485e-29,4.042093921008e-265,1.39841875558923e-236
651,0,1.12226221805281e-200,3.2705472016334e-32,6.44645313935715e-28,1.44137265981109e-261,3.02725909077471e-233
652,0,9.02622150202276e-204,1.90090164726668e-33,8.57379553194996e-27,4.86255658148574e-258,6.19982661790568e-230
653,0,6.86807820561065e-207,1.04600365664585e-34,1.07931085891763e-25,1.55192816773464e-254,1.20123256427376e-226
654,0,4.94404115257819e-210,5.44935040502781e-36,1.28602700906157e-24,4.68594490615833e-251,2.20187291861015e-223
655,0,3.36702640807345e-213,2.68780593421683e-37,1.45041741540955e-23,1.33857100380757e-247,3.81834357197031e-220
656,0,2.16934471739955e-216,1.2551521518991e-38,1.54840587727158e-22,3.61746536249547e-244,6.26434051644144e-217
657,0,1.32229457120504e-219,5.54937073618966e-40,1.5647151179997e-21,9.24881617608279e-241,9.72284385180912e-214
658,0,7.62509855879529e-223,2.32296960771018e-41,1.4967677962123e-20,2.23710712138587e-237,1.42767339181462e-210
659,0,4.15987526673583e-226,9.2065973916016e-43,1.35535333518974e-19,5.11925014344346e-234,1.98327081115394e-207
660,0,2.14700351729715e-229,3.45472813607231e-44,1.16182325552176e-18,1.10826836432049e-230,2.60647026781783e-204
661,0,1.0483415611804e-232,1.2274132010582e-45,9.42817746885849e-18,2.26987852806843e-227,3.24071717428429e-201
662,0,4.84273217936956e-236,4.12888479000011e-47,7.24313352871869e-17,4.39824560067061e-224,3.81194904280161e-198
663,0,2.11638999625292e-239,1.31505050619695e-48,5.26801973827477e-16,8.06260915305997e-221,4.24199978904089e-195
664,0,8.75021146708068e-243,3.96572095429394e-50,3.62745241789559e-15,1.39827020151411e-217,4.46592884304426e-192
665,0,3.42262247500821e-246,1.13233251676346e-51,2.36483532991434e-14,2.29417246623344e-214,4.44805917079351e-189
666,0,1.26653456696321e-249,3.06125594519879e-53,1.45967606184937e-13,3.56107069537585e-211,4.19128229705004e-186
667,0,4.4339694557864e-253,7.83610984296355e-55,8.53061072902901e-13,5.2294355087254e-208,3.73629252058109e-183
668,0,1.46854056432872e-256,1.89923016652094e-56,4.72045173792168e-12,7.2652210024125e-205,3.15102920482277e-180
669,0,4.60147214814815e-260,4.35844431162799e-58,2.47331023465908e-11,9.54910734631035e-202,2.5140944341746e-177
670,0,1.3640341657634e-263,9.47027115440127e-60,1.22709178844369e-10,1.18739927962623e-198,1.89770344123719e-174
671,0,3.82535108001083e-267,1.94836404670973e-61,5.76488641267977e-10,1.39685390575978e-195,1.35516664590181e-171
672,0,1.0149273388792e-270,3.79536819065653e-63,2.56467008863532e-09,1.55462461353655e-192,9.15534392157656e-169
673,0,2.54751179236542e-274,7.00023667168511e-65,1.08046584538551e-08,1.63689414774059e-189,5.85159449753872e-166
674,0,6.04943835067315e-278,1.22248905343338e-66,4.31063258504581e-08,1.6305582622215e-186,3.53827336153834e-163
675,0,1.35903771081675e-281,2.02138330213749e-68,1.62866933312529e-07,1.5366426745174e-183,2.02407286672909e-160
676,0,2.88845469895593e-285,3.16461844449151e-70,5.82771274444028e-07,1.37003128935323e-180,1.09541454619821e-157
677,0,5.8078743746195e-289,4.69094270358471e-72,1.97491235814961e-06,1.15560471171541e-177,5.60852247653524e-155
678,0,1.10480712788595e-292,6.58357318190854e-74,6.33859394342351e-06,9.2216694256857e-175,2.71666461478839e-152
679,0,1.98826066856249e-296,8.74827092685009e-76,1.92683323240309e-05,6.96195867053597e-172,1.24491926504364e-149
680,0,3.38514889469088e-300,1.10062061712692e-77,5.54768512581458e-05,4.97250474920412e-169,5.39714330596091e-147
681,0,5.45255217979563e-304,1.31100207939176e-79,0.000151288534813473,3.36001402213457e-166,2.21362633084936e-144
682,0,8.30882257753931e-308,1.47847681028915e-81,0.000390783725031899,2.14797561524592e-163,8.58938906043368e-142
683,0,1.19783428823143e-311,1.57857705380993e-83,0.000956120143527808,1.29909301670652e-160,3.15310067723728e-139
684,0,1.63369738526551e-315,1.59570126889488e-85,0.00221586299851764,7.43317025405723e-158,1.09504256604629e-136
685,0,2.10842514362752e-319,1.52709491821084e-87,0.00486447775139157,4.02375143994499e-155,3.59783932978592e-134
686,0,0,1.38357572137512e-89,0.0101158033860769,2.06068572189784e-152,1.11833039592994e-131
687,0,0,1.18674076977721e-91,0.0199270422617056,9.98426887607924e-150,3.28863817253857e-129
688,0,0,9.636474299744e-94,0.0371852360770421,4.57662174261638e-147,9.14912704596877e-127
689,0,0,7.40769333818048e-96,0.0657339710715135,1.98471609955338e-144,2.40802406855504e-124
690,0,0,5.39067716279676e-98,0.110079548015352,8.14285656173672e-142,5.99597190084627e-122
691,0,0,3.71357318673197e-100,0.174632904426073,3.16068063328109e-139,1.41245933994304e-119
692,0,0,2.42170760524981e-102,0.262453767944933,1.16067419204759e-136,3.14782022149173e-117
693,0,0,1.49494463093271e-104,0.373672251288745,4.0324258511349e-134,6.63684213348822e-115
694,0,0,8.73564061729183e-107,0.504015114739021,1.32540711233837e-131,1.32382523167046e-112
695,0,0,4.83195838072114e-109,0.644041244290663,4.12154047597013e-129,2.49814372879994e-110
696,0,0,2.5298973225455e-111,0.779656474906323,1.21254470295343e-126,4.45986578352211e-108
697,0,0,1.25379463315376e-113,0.894157069143443,3.37492749418582e-124,7.53258007339856e-106
698,0,0,5.88147508390667e-116,0.97150718662322,8.88710371093951e-122,1.20360317666198e-103
699,0,0,2.61140992717624e-118,1,2.21404177532552e-119,1.81945154420614e-101
700,0,0,1.09745173533259e-120,0.975158472132767,5.21845351933623e-117,2.60204775511949e-99
701,0,0,4.36526019549267e-123,0.90088713871581,1.16366774442105e-114,3.52052661704122e-97
702,0,0,1.64339515641062e-125,0.788467291823872,2.45498082163846e-112,4.50627406981307e-95
703,0,0,5.85563471746526e-128,0.653751273089958,4.90004362402937e-110,5.45688965374441e-93
704,0,0,1.97469091198868e-130,0.513515790209101,9.25305989885923e-108,6.25158790321752e-91
705,0,0,6.30246811666219e-133,0.382123397512491,1.65312342831561e-105,6.77568352239569e-89
706,0,0,1.90371492153182e-135,0.269375189551165,2.79422010675355e-103,6.9475788414354e-87
707,0,0,5.44209848607464e-138,0.179891499721875,4.46840334711768e-101,6.73955862214483e-85
708,0,0,1.47230492607234e-140,0.113803897957612,6.76054328150361e-99,6.18510429154225e-83
709,0,0,3.76955290020961e-143,0.0682010188267604,9.6771931596958e-97,5.37007311847756e-81
710,0,0,9.13348715226545e-146,0.0387172984135001,1.31056020001704e-94,4.41093818371869e-79
711,0,0,2.09426807064776e-148,0.0208205588779735,1.67921198788283e-92,3.42767268995472e-77
712,0,0,4.544343305828e-151,0.0106058397089684,2.03561837897171e-90,2.51991166746826e-75
713,0,0,9.3314197884491e-154,0.00511746375333973,2.33469878481648e-88,1.75262455009531e-73
714,0,0,1.81324610449408e-156,0.00233890603514398,2.53343900181617e-86,1.15321442104949e-71
715,0,0,3.33421106201701e-159,0.0010125345956829,2.60097794686693e-84,7.17875015719056e-70
716,0,0,5.80165350373694e-162,0.000415180051924633,2.52645236392506e-82,4.22771023460359e-68
717,0,0,9.5527427795044e-165,0.000161243658955726,2.32185702661798e-80,2.35547873675955e-66
718,0,0,1.48839219660443e-167,5.93113866580912e-05,2.01888474929186e-78,1.24156872253437e-64
719,0,0,2.19439734420536e-170,2.06629432798641e-05,1.66089106364771e-76,6.1912727796041e-63
720,0,0,3.06138174108729e-173,6.81764051089416e-06,1.29278501200854e-74,2.92083291994321e-61
721,0,0,4.04128945118687e-176,2.13035861946338e-06,9.5207044303964e-73,1.30362022897871e-59
722,0,0,5.04799316572234e-179,6.30429808253498e-07,6.63394176611365e-71,5.50443905529913e-58
723,0,0,5.96636929466252e-182,1.76674832757167e-07,4.37357241810605e-69,2.19883501673509e-56
724,0,0,6.67252902403584e-185,4.68872710258993e-08,2.72813275502719e-67,8.30978565906678e-55
725,0,0,7.06083931094665e-188,1.17832700062728e-08,1.61013291651234e-65,2.97101332384397e-53
726,0,0,7.06975552555312e-191,2.80411309496113e-09,8.99140743230744e-64,1.00493269825641e-51
727,0,0,6.69778980923084e-194,6.31876528138283e-10,4.75079348276728e-62,3.21578463442054e-50
728,0,0,6.00391673529689e-197,1.34823032910898e-10,2.37509015002892e-60,9.73541645957193e-49
729,0,0,5.09226442227081e-200,2.72382577009968e-11,1.12349879525915e-58,2.78830137831736e-47
730,0,0,4.08655750618198e-203,5.21034113060387e-12,5.02859821735537e-57,7.55513958894141e-46
731,0,0,3.1029303778339e-206,9.43654268666662e-13,2.12964141604831e-55,1.93670231861946e-44
732,0,0,2.22921360073465e-209,1.61810980868801e-13,8.53404298528527e-54,4.69678686196894e-43
733,0,0,1.51528448836055e-212,2.6268782286452e-14,3.23590460124274e-52,1.07759714712516e-41
734,0,0,9.74534520087115e-216,4.03735969421217e-15,1.16100224866353e-50,2.33899672485637e-40
735,0,0,5.93005412487225e-219,5.87447883067966e-16,3.94158587027178e-49,4.80308635359288e-39
736,0,0,3.41410123016151e-222,8.091791253244e-17,1.26623352942572e-47,9.33101260774405e-38
737,0,0,1.85972386251565e-225,1.05514623474921e-17,3.84916046292496e-46,1.71496301327558e-36
738,0,0,9.58457779843508e-229,1.30245501735052e-18,1.10721592625992e-44,2.98193615115087e-35
739,0,0,4.67356380163408e-232,1.52189460152666e-19,3.01382239993698e-43,4.90523165952598e-34
740,0,0,2.15611702875084e-235,1.68332544441905e-20,7.76295656221188e-42,7.63375654694624e-33
741,0,0,9.41117459576235e-239,1.76239567608782e-21,1.89219631101825e-40,1.12391816038026e-31
742,0,0,3.88652209265767e-242,1.74654980040807e-22,4.36455894008496e-39,1.56548414018845e-30
743,0,0,1.51852798051335e-245,1.63829240777723e-23,9.52698557110432e-38,2.06290988085448e-29
744,0,0,5.61341841811154e-249,1.45454005785076e-24,1.96796652431863e-36,2.57175409630959e-28
745,0,0,1.96324125221883e-252,1.22229202296064e-25,3.84709835506245e-35,3.03316631890518e-27
746,0,0,6.49621384256712e-256,9.72144370816437e-27,7.11719457151243e-34,3.38439160982433e-26
747,0,0,2.03369654054186e-259,7.31787180915346e-28,1.24609511724672e-32,3.57258520185328e-25
748,0,0,6.02351578666617e-263,5.21349657095782e-29,2.06474991618208e-31,3.56781379682185e-24
749,0,0,1.68791646311299e-266,3.51524777573834e-30,3.23791163994749e-30,3.37084952911487e-23
750,0,0,4.47494622208327e-270,2.24314790271779e-31,4.80564221552895e-29,3.01296545860551e-22
751,0,0,1.12243112518758e-273,1.35465226188188e-32,6.75048039939213e-28,2.54780707626743e-21
752,0,0,2.66357956799327e-277,7.74210020049101e-34,8.97476120289229e-27,2.03824566101396e-20
753,0,0,5.98005078082983e-281,4.18739712640399e-35,1.12933954468854e-25,1.542638314806e-19
754,0,0,1.2702127507222e-284,2.14327317594411e-36,1.34508053054308e-24,1.10455997370037e-18
755,0,0,2.55258187483353e-288,1.03813249811855e-37,1.51636280861126e-23,7.48224783963245e-18
756,0,0,4.85303887059552e-292,4.75843384548386e-39,1.61807362315472e-22,4.79504268879168e-17
757,0,0,8.72927210157831e-296,2.06398068205659e-40,1.63434310457552e-21,2.90717025621044e-16
758,0,0,1.48549706721657e-299,8.47173084946893e-42,1.56259967275651e-20,1.66750081830739e-15
759,0,0,2.39163246900543e-303,3.29047362786616e-43,1.41423550495451e-19,9.04855530455338e-15
760,0,0,3.64288413801423e-307,1.20937074457892e-44,1.21164519398035e-18,4.6452600853576e-14
761,0,0,5.24957306911969e-311,4.20601224743177e-46,9.82696344154551e-18,2.25610041293028e-13
762,0,0,7.15697962512593e-315,1.38416255707768e-47,7.54508263862114e-17,1.03663153321646e-12
763,0,0,9.23057905468743e-319,4.3102733322934e-49,5.48428826295854e-16,4.50617450696066e-12
764,0,0,0,1.2700462367442e-50,3.77397627218624e-15,1.85314412637252e-11
765,0,0,0,3.54101121422678e-52,2.45873565806728e-14,7.20987921113702e-11
766,0,0,0,9.34166624086891e-54,1.51659493437319e-13,2.65377672503412e-10
767,0,0,0,2.33188465775668e-55,8.8569434491093e-13,9.24098729136238e-10
768,0,0,0,5.50772216452916e-57,4.89740668039878e-12,3.04431764953995e-09
769,0,0,0,1.23088067409155e-58,2.56405940027919e-11,9.48809792702733e-09
770,0,0,0,2.60276965384278e-60,1.27110446162771e-10,2.79760214089198e-08
771,0,0,0,5.20748948193082e-62,5.96674259972538e-10,7.80387573395485e-08
772,0,0,0,9.85805253714715e-64,2.65220996017491e-09,2.05945515312841e-07
773,0,0,0,1.76571752193915e-65,1.11636095227653e-08,5.14176156348608e-07
774,0,0,0,2.99237583412174e-67,4.44978510340384e-08,1.2144765346595e-06
775,0,0,0,4.7981457043163e-69,1.67966443702257e-07,2.71383802333116e-06
776,0,0,0,7.27931969482516e-71,6.00435546516653e-07,5.73715149964494e-06
777,0,0,0,1.04487905589864e-72,2.03273967614761e-06,1.14743029992899e-05
778,0,0,0,1.41904783353349e-74,6.51747774123489e-06,2.17107041866492e-05
779,0,0,0,1.82339954034473e-76,1.97911241491546e-05,3.88632491091039e-05
780,0,0,0,2.21675938827274e-78,5.69200023492695e-05,6.58145480126218e-05
781,0,0,0,2.5497957366634e-80,0.000155050447737265,0.000105444103840175
782,0,0,0,2.77485723194656e-82,0.00040004109844408,0.000159823375031395
783,0,0,0,2.8570819696191e-84,0.000977617827903378,0.000229179567381871
784,0,0,0,2.78323598016644e-86,0.00226295327567621,0.000310905992872831
785,0,0,0,2.56519968833918e-88,0.00496172483580983,0.0003990248029605
786,0,0,0,2.23683920635482e-90,0.0103050138493018,0.00048449387450138
787,0,0,0,1.84539561750367e-92,0.0202736074247756,0.000556537316645875
788,0,0,0,1.44040325208007e-94,0.0377822030347963,0.000604808504295777
789,0,0,0,1.06369572576339e-96,0.066699725299197,0.000621811985745663
790,0,0,0,7.43170276261724e-99,0.11154433900727,0.000604808504295777
791,0,0,0,4.91242334482893e-101,0.176710921609013,0.000556537316645875
792,0,7.845762455959e-321,0,3.07212424938454e-103,0.265201940847877,0.00048449387450138
793,0,6.10843742990752e-317,0,1.81767548406119e-105,0.37704392751694,0.0003990248029605
794,0,4.47873328808073e-313,0,1.01748403837449e-107,0.507823801650009,0.000310905992872831
795,0,3.10669018392025e-309,0,5.38854715814435e-110,0.64795269395073,0.000229179567381871
796,0,2.03872331803968e-305,0,2.69990068369085e-112,0.783222895457094,0.000159823375031395
797,0,1.26571589946733e-301,0,1.27983841179467e-114,0.896894446006445,0.000105444103840175
798,0,7.4341579019817e-298,0,5.73975051933365e-117,0.972999485490434,6.5814548012622e-05
799,0,4.13090233579747e-294,0,2.43534630669215e-119,1,3.88632491091048e-05
800,0,2.17157920279192e-290,0,9.77591957745388e-122,0.973651788555367,2.17107041866546e-05
801,0,1.08000065908282e-286,0,3.71264204241545e-124,0.898096774610381,1.14743029993221e-05
802,0,5.08147704006244e-283,0,1.3339406767476e-126,0.784796950092057,5.73715149982954e-06
803,0,2.26190059624943e-279,0,4.53437442013012e-129,0.649687393012143,2.71383802433284e-06
804,0,9.52521227274366e-276,0,1.45822701962685e-131,0.509521099687058,1.21447653980186e-06
805,0,3.79483948738029e-272,0,4.43669226138674e-134,0.378553726892948,5.14176181323905e-07
806,0,1.43030863150744e-268,0,1.27708382094066e-136,0.266438454540283,2.05945630069168e-07
807,0,5.10015891392878e-265,0,3.47780306251732e-139,0.177650370967252,7.80392561783521e-08
808,0,1.72050229991406e-261,0,8.96015725453488e-142,0.11220969505129,2.79780728612051e-08
809,0,5.49091103259528e-258,0,2.18399149001471e-144,0.0671404639946167,9.49607934788573e-09
810,0,1.65787261137706e-254,0,5.03628776641248e-147,0.0380559063524706,3.07369526917331e-09
811,0,4.73560540023658e-251,0,1.09873778370259e-149,0.0204332343906307,1.02639754241672e-09
812,0,1.27972736776404e-247,0,2.26778129796551e-152,0.0103925589603359,6.02387207283179e-10
813,0,3.27172662772835e-244,0,4.42824403166857e-155,0.00500692084801549,1.1224423621444e-09
814,0,7.9132367617039e-241,0,8.18059486133159e-158,0.00228493494478977,3.1155098270224e-09
815,0,1.81071004761515e-237,0,1.42975772308603e-160,0.000987696283820079,8.64348815122898e-09
816,0,3.91977612606493e-234,0,5.45417578011337e-163,0.00040439950831469,2.27994467501515e-08
817,0,8.02770150617976e-231,0,1.7677050117641e-160,0.000156828933142691,5.69201292449591e-08
818,0,1.55538808740915e-227,0,9.56667995579705e-158,5.76050430527249e-05,1.34444023416829e-07
819,0,2.85104401050398e-224,0,4.89814013734043e-155,2.00402717434745e-05,3.00425061555375e-07
820,0,4.94409349372618e-221,0,2.37256854101223e-152,6.60305952972814e-06,6.35109402340117e-07
821,0,8.11123582937347e-218,0,1.08723626327082e-149,2.06051018941538e-06,1.27021880163595e-06
822,0,1.25893985499687e-214,0,4.71353451189815e-147,6.08949755441927e-07,2.4034004201025e-06
823,0,1.84858973389719e-211,0,1.93324570340406e-144,1.70433228374249e-07,4.30220726286277e-06
824,0,2.56799214866448e-208,0,7.50144650184832e-142,4.51733178305498e-08,7.28574766527058e-06
825,0,3.37492749141462e-205,0,2.75372507623295e-139,1.13384387201401e-08,1.16727859807327e-05
826,0,4.19616736796629e-202,0,9.56343130884819e-137,2.69498651284235e-09,1.76926350883267e-05
827,0,4.93581368614405e-199,0,3.14213258530313e-134,6.06569319745642e-10,2.5370446936135e-05
828,0,5.49265490704984e-196,0,9.76681295658498e-132,1.29274589206387e-10,3.44176581028423e-05
829,0,5.78260424190841e-193,0,2.87209522605893e-129,2.60881406302847e-11,4.41725137426536e-05
830,0,5.75946611181491e-190,0,7.99028738727119e-127,4.98492554231439e-12,5.36340402171999e-05
831,0,5.4269845404514e-187,0,2.10302078510305e-124,9.01878841878977e-13,6.16093337693423e-05
832,0,4.83785159545784e-184,0,5.2365147421222e-122,1.54489916267343e-13,6.69530108641483e-05
833,0,4.08003698369828e-181,0,1.23355550669209e-119,2.50554968713705e-14,6.88353162056847e-05
834,0,3.25531678863615e-178,0,2.74911344949187e-117,3.84720630910895e-15,6.69530108641483e-05
835,0,2.45719722701673e-175,0,5.79621156467456e-115,5.59263233073893e-16,6.16093337693423e-05
836,0,1.75470605790997e-172,0,1.15614790333779e-112,7.69669555230294e-17,5.36340402171999e-05
837,0,1.18545844454052e-169,0,2.18172577859391e-110,1.0027638564652e-17,4.41725137426536e-05
838,0,7.57680123275981e-167,0,3.89497371060123e-108,1.23676909322841e-18,3.44176581028423e-05
839,0,4.58145108633572e-164,0,6.57849423794002e-106,1.44398814363075e-19,2.5370446936135e-05
840,0,2.62082374270453e-161,0,1.05115332134328e-103,1.59592824303502e-20,1.76926350883267e-05
841,0,1.41837208431114e-158,0,1.5889975789359e-101,1.66965878547237e-21,1.16727859807326e-05
