Wavelength_nm,Reconstructed_1,Reconstructed_2,Reconstructed_3,Reconstructed_4,Reconstructed_5,Reconstructed_6
842,0,7.26206507167359e-156,0,2.27246919343736e-99,1.65347208433278e-22,7.28574766526948e-06
843,0,3.51761008234276e-153,0,3.07461239562647e-97,1.54992672275196e-23,4.30220726285536e-06
844,0,1.61195479728415e-150,0,3.93550386640215e-95,1.37518542864511e-24,2.4034004200551e-06
845,0,6.988365661904e-148,0,4.7657133139556e-93,1.15488316522684e-25,1.27021880134934e-06
846,0,2.86626264337074e-145,0,5.4597541079622e-91,9.17978883517454e-27,6.35109400702062e-07
847,0,1.11217709376686e-142,0,5.91746713288829e-89,6.90615956161084e-28,3.00425052706282e-07
848,0,4.08271918164458e-140,0,6.06758997988265e-87,4.91746745695421e-29,1.34443978242494e-07
849,0,1.41789043445061e-137,0,5.88591785683271e-85,3.31389933318316e-30,5.69199113848729e-08
850,0,4.65857869691069e-135,0,5.40169139212494e-83,2.11359751561672e-31,2.27984545709738e-08
851,0,1.4480441401192e-132,0,4.68989306757975e-81,1.27580096592351e-32,8.63922319375326e-09
852,0,4.25821675959807e-130,0,3.85224334062884e-79,7.28809433664963e-34,3.09821672249799e-09
853,0,1.18465346684105e-127,0,2.99351946088744e-77,3.94011132409566e-35,1.05635789856918e-09
854,0,3.11797403918151e-125,0,2.20073656343868e-75,2.01585705817316e-36,3.64644131963311e-10
855,0,7.76374496028971e-123,0,1.53063497390374e-73,9.76025691893728e-38,2.22424733965378e-10
856,0,1.82889017217528e-120,0,1.00714686734961e-71,4.47205187948255e-39,5.23390099617138e-10
857,0,4.07588190616022e-118,0,6.26948085310986e-70,1.93905675882859e-40,1.92999615181766e-09
858,0,8.59356089691399e-116,0,3.6922232683909e-68,7.95621652938752e-42,7.07650833128329e-09
859,0,1.71412435559201e-113,0,2.05713090951208e-66,3.08922516085089e-43,2.46351885229696e-08
860,0,3.23466338823444e-111,0,1.08431010458729e-64,1.13504785392671e-44,8.11557513050741e-08
861,0,5.77475363009978e-109,0,5.40707857191941e-63,3.9463480377633e-46,2.52934414733973e-07
862,0,9.75338636503161e-107,0,2.55087663809761e-61,1.29833983039976e-47,7.45786774806725e-07
863,0,1.55845761980293e-104,0,1.13850209108089e-59,4.04192780050155e-49,2.08036274811864e-06
864,0,2.35587457553428e-102,0,4.80724004996068e-58,1.19067021660555e-50,5.49011020605003e-06
865,0,3.36920110355935e-100,0,1.92032787528619e-56,3.31889097507782e-52,1.3706944584557e-05
866,0,4.55847212638902e-98,0,7.25725801040482e-55,8.75364677416626e-54,3.23756019971454e-05
867,0,5.83484432177835e-96,0,2.59470113046304e-53,2.184619208318e-55,7.23456877908564e-05
868,0,7.06572683273177e-94,0,8.77646689524613e-52,5.15880977169518e-57,0.000152941396482482
869,0,8.09472340431795e-92,0,2.80846940647879e-50,1.15267486636018e-58,0.000305882804396698
870,0,8.77333644477102e-90,0,8.50231666430129e-49,2.4369372613149e-60,0.000578765589008303
871,0,8.99591110638736e-88,0,2.43513170416588e-47,4.87482372594808e-62,0.00103601969207491
872,0,8.72656095667642e-86,0,6.59819633756104e-46,9.22672348193011e-64,0.00175449082761978
873,0,8.00863864381184e-84,0,1.69139722638154e-44,1.65236976177559e-65,0.00281094453976075
874,0,6.95331445834211e-82,0,4.10188607452195e-43,2.79985395334377e-67,0.0042606153516835
875,0,5.71140086383027e-80,0,9.41107370131817e-42,4.48879030233844e-69,0.00610960811137652
876,0,4.43824237541918e-78,0,2.04273652946193e-40,6.80905085411467e-71,0.00828859510073062
877,0,3.2628490980621e-76,0,4.19472154209482e-39,9.77248025704777e-73,0.0106387311441749
878,0,2.2693451942565e-74,0,8.14913510059703e-38,1.32703307700157e-74,0.0129205036353572
879,0,1.49321290986917e-72,0,1.49774369355273e-36,1.70496428653639e-76,0.0148509627918004
880,0,9.29523791567482e-71,0,2.60424045905965e-35,2.07254224888433e-78,0.0161657113392146
881,0,5.47415240935939e-69,0,4.28392899823413e-34,2.383659090868e-80,0.0166933597767633
882,0,3.04993693666334e-67,0,6.66685557519272e-33,2.59379537502306e-82,0.0164272733391739
883,0,1.60761642513185e-65,0,9.81561307006697e-32,2.67040027012999e-84,0.0155858031571616
884,0,8.01662576731654e-64,0,1.36719799795898e-30,2.60114433429869e-86,0.0146663627731208
885,0,3.78197267049513e-62,0,1.80161918391235e-29,2.39716767298644e-88,0.0145134291964746
886,0,1.68796237711466e-60,0,2.2460125666262e-28,2.09014667073011e-90,0.0164247407099564
887,0,7.12729507100739e-59,0,2.64898175090075e-27,1.7242415023228e-92,0.0223031692070187
888,0,2.84711045381586e-57,0,2.95572041547734e-26,1.3457397214265e-94,0.0348198194411479
889,0,1.07597329671544e-55,0,3.12007717620422e-25,9.93720906445156e-97,0.0574946613933399
890,0,3.84694760105391e-54,0,3.11591012318915e-24,6.94235725312514e-99,0.0945477646813135
891,0,1.30121376493065e-52,0,2.94389359132827e-23,4.5886774074975e-101,0.150363723797616
892,0,4.1638840477781e-51,0,2.63133955635547e-22,2.86949221738709e-103,0.228482140330038
893,0,1.26056778991335e-49,0,2.2250987055284e-21,1.69769045265099e-105,0.330194111467237
894,0,3.61036728184549e-48,0,1.78007896442273e-20,9.50269785812988e-108,0.453056578085678
895,0,9.78259702979102e-47,0,1.34724585285399e-19,5.03233303041547e-110,0.589842529128736
896,0,2.50769401765225e-45,0,9.64655052006453e-19,2.52130272552088e-112,0.728500637420843
897,0,6.08152538607121e-44,0,6.5345371466663e-18,1.19512395392383e-114,0.85350612019939
898,0,1.39530163892774e-42,0,4.18769669774787e-17,5.35960105200534e-117,0.948550130333383
899,0,3.02859558634269e-41,0,2.53894450411893e-16,2.27395982963472e-119,0.999979601311024
900,0,6.21916481401119e-40,0,1.45629311844091e-15,9.12773917491423e-122,1
901,0,1.20820449638111e-38,0,7.90245418603683e-15,3.46635546688662e-124,0.948606617349072
902,0,2.22058002798884e-37,0,4.05688574266562e-14,1.24540837457627e-126,0.853584695129905
903,0,3.86109077031127e-36,0,1.97033996612792e-13,4.23329641620493e-129,0.728577822313889
904,0,6.35142529108972e-35,0,9.05330511150423e-13,1.36136073855429e-131,0.589883380043985
905,0,9.88439237199686e-34,0,3.9354169143028e-12,4.14185482703471e-134,0.453009075142464
906,0,1.45527932714274e-32,0,1.61842261730034e-11,1.19218354819778e-136,0.329978666298925
907,0,2.02703078079571e-31,0,6.29666706288445e-11,3.24651560849519e-139,0.227976586341534
908,0,2.67111094846113e-30,0,2.31764610854507e-10,8.36406750611924e-142,0.149386846235021
909,0,3.32997606301489e-29,0,8.07051250125991e-10,2.03865058054003e-144,0.0928478153069636
910,0,3.9274249632152e-28,0,2.65872064031333e-09,4.70102850023376e-147,0.0547524062497064
911,0,4.38220087400875e-27,0,8.28632380057773e-09,1.02557496102809e-149,0.0306768212587197
912,0,4.62587897588032e-26,0,2.44325442073967e-08,2.11673262720662e-152,0.0164232590576267
913,0,4.61970083289052e-25,0,6.81542725721856e-08,4.1332180933474e-155,0.00858874386267787
914,0,4.36466622531483e-24,0,1.79860203623942e-07,7.63543939395634e-158,0.00473487050467121
915,0,3.90126834841803e-23,0,4.49049973430863e-07,1.33445161167257e-160,0.00330240942691083
916,0,3.29896882027915e-22,0,1.06064944647395e-06,2.20645165562016e-163,0.00340845586251918
917,0,2.63917505622333e-21,0,2.37009996909753e-06,3.45150504926869e-166,0.00462014115406635
918,0,1.99744939439001e-20,0,5.01047685054011e-06,5.10792906139992e-169,0.00675198060581038
919,0,1.43021382871117e-19,0,1.00209537010802e-05,7.15159972620089e-172,0.00970260506022821
920,0,9.68821484109792e-19,0,1.89607997527802e-05,9.47290763039266e-175,0.0133343392095029
921,0,6.20874966145624e-18,0,3.39407822871663e-05,1.18709354654765e-177,0.0173992577564561
922,0,3.76428188767401e-17,0,5.74783965991504e-05,1.40736877715346e-180,0.0215179225613473
923,0,2.15912470713643e-16,0,9.20884242554583e-05,1.5785269676579e-183,0.0252139513984754
924,0,1.17163116848019e-15,0,0.000139579950227836,1.67500858120519e-186,0.0279964242494953
925,0,6.01480713607744e-15,0,0.000200151402146994,1.68152304629677e-189,0.0294668760539863
926,0,2.92125922209922e-14,0,0.000271526258297331,1.59701574914959e-192,0.0294164120095587
927,0,1.34225826517812e-13,0,0.000348483831767149,1.43494746300136e-195,0.0278789162170411
928,0,5.83471540513124e-13,0,0.000423127285826056,1.21978440667207e-198,0.0251206259251546
929,0,2.39950063304742e-12,0,0.000486045617182751,9.80957708695024e-202,0.0215693709609047
930,0,9.33554464820993e-12,0,0.00052820271697049,7.46341319738254e-205,0.0177084196433532
931,0,3.43618115885596e-11,0,0.000543052516594662,5.37210575637612e-208,0.0139705247120736
932,0,1.19654777737184e-10,0,0.00052820271697049,3.65823301639786e-211,0.0106635066360049
933,0,3.9418640046997e-10,0,0.000486045617182751,2.35677327507279e-214,0.00794301734598458
934,0,1.22854432412028e-09,0,0.000423127285826056,1.43642767463108e-217,0.00582930869467481
935,0,3.62241015825646e-09,0,0.000348483831767149,8.28264673713248e-221,0.00425121122575543
936,0,1.01046672503031e-08,0,0.000271526258297331,4.51828718750819e-224,0.00309641910980951
937,0,2.66663767450055e-08,0,0.000200151402146994,2.33183464440715e-227,0.00225172447363855
938,0,6.65769054386199e-08,0,0.000139579950227836,1.13852037496782e-230,0.00162574244079479
939,0,1.57253673487396e-07,0,9.20884242554583e-05,5.25899695305406e-234,0.00115508890365646
940,0,3.51395013604151e-07,0,5.74783965991504e-05,2.29817982673553e-237,0.000799875614575483
941,0,7.428617374858e-07,0,3.39407822871663e-05,9.50132119486227e-241,0.00053524460465636
942,0,1.4857234749716e-06,0,1.89607997527802e-05,3.71623204587333e-244,0.000343782169879488
943,0,2.81116010883321e-06,0,1.00209537010802e-05,1.37511941695478e-247,0.000210910794024004
944,0,5.03211755159666e-06,0,5.01047685054011e-06,4.81389605234241e-251,0.00012318071414946
945,0,8.52184389614334e-06,0,2.37009996909753e-06,1.59430587293634e-254,6.8335511074466e-05
946,0,1.36531848934428e-05,0,1.06064944647395e-06,4.99534135898935e-258,3.59566301584648e-05
947,0,2.06943585286208e-05,0,4.49049973430863e-07,1.48073462245206e-261,1.79281142439971e-05
948,0,2.96747840164369e-05,0,1.79860203623942e-07,4.15248215852828e-265,8.46553790631331e-06
949,0,4.02569404127733e-05,0,6.81542725721856e-08,1.10168327326793e-268,3.78420424359837e-06
950,0,5.16667998823999e-05,0,2.44325442073967e-08,2.76518458750637e-272,1.60099753771794e-06
951,0,6.27335641102726e-05,0,8.28632380057773e-09,6.56613561499119e-276,6.4096914723509e-07
952,0,7.20619418965711e-05,0,2.65872064031336e-09,1.47507423548131e-279,2.42813283192516e-07
953,0,7.8312224520331e-05,0,8.07051250126267e-10,3.13499012278801e-283,8.70302830071462e-08
954,0,8.05138808255465e-05,0,2.31764610856838e-10,6.30342675071977e-287,2.95130729028818e-08
955,0,7.8312224520331e-05,0,6.29666706474913e-11,1.19904489405007e-290,9.46878126160378e-09
956,0,7.20619418965711e-05,0,1.61842263141308e-11,2.15780574625663e-294,2.87410574742457e-09
957,0,6.27335641102726e-05,0,3.9354179248037e-12,3.67373125919522e-298,8.25346332887513e-10
958,0,5.16667998823999e-05,0,9.05337356245612e-13,5.91725833522149e-302,2.24229054901981e-10
959,0,4.02569404127733e-05,0,1.97077863809314e-13,9.01678589311111e-306,5.76325783282783e-11
960,0,2.96747840164369e-05,0,4.08348183726375e-14,1.29987334839002e-309,1.40140496930761e-11
961,0,2.06943585286208e-05,0,9.42795856306581e-15,1.77283514203367e-313,3.22387374751392e-12
962,0,1.36531848934428e-05,0,9.73431647611244e-15,2.28745032446374e-317,7.01634184936208e-13
963,0,8.52184389614334e-06,0,4.27508126818769e-14,2.81617418129511e-321,1.44464629099681e-13
964,0,5.03211755159666e-06,0,2.06440039843775e-13,0,2.81403965503459e-14
965,0,2.81116010883321e-06,0,9.483634552211e-13,0,5.18581106690221e-15
966,0,1.4857234749716e-06,0,4.1224510759555e-12,0,9.04109200406391e-16
967,0,7.428617374858e-07,0,1.69533919712358e-11,0,1.4912235881126e-16
968,0,3.51395013604151e-07,0,6.59592017986076e-11,0,2.32692448841406e-17
969,0,1.57253673487396e-07,0,2.42779371697316e-10,0,3.43510049594341e-18
970,0,6.65769054386199e-08,0,8.45406875143624e-10,0,4.79749161549743e-19
971,0,2.66663767450055e-08,0,2.78507803321732e-09,0,6.33879365751007e-20
972,0,1.01046672503031e-08,0,8.68013662029376e-09,0,7.92349181166945e-21
973,0,3.62241015825646e-09,0,2.55937164423606e-08,0,9.37009982509763e-22
974,0,1.22854432412028e-09,0,7.13933478127013e-08,0,1.04830926854261e-22
975,0,3.9418640046997e-10,0,1.8840817443084e-07,0,1.10956368932505e-23
976,0,1.19654777737184e-10,0,4.70391359609603e-07,0,1.11104755491822e-24
977,0,3.43618115885596e-11,0,1.1110574873976e-06,0,1.0525207370617e-25
978,0,9.33554464820993e-12,0,2.48274048065635e-06,0,9.43292269495246e-27
979,0,2.39950063304742e-12,0,5.2486029561716e-06,0,7.99796483139306e-28
980,0,5.83471540513124e-13,0,1.04972059123432e-05,0,6.41549698941397e-29
981,0,1.34225826517812e-13,0,1.98619238452508e-05,0,4.86853976304006e-30
982,0,2.92125922209922e-14,0,3.55538395967232e-05,0,3.49530225934995e-31
983,0,6.01480713607744e-15,0,6.02100940300291e-05,0,2.37404176212331e-32
984,0,1.17163116848019e-15,0,9.64649853085902e-05,0,1.5254907252038e-33
985,0,2.15912470713643e-16,0,0.000146213576320412,0,9.27360063097775e-35
986,0,3.76428188767401e-17,0,0.000209663725095818,0,5.33340798557537e-36
987,0,6.20874966145624e-18,0,0.000284430716773786,0,2.90187582871579e-37
988,0,9.68821484109792e-19,0,0.000365045747969856,0,1.4937242910595e-38
989,0,1.43021382871117e-19,0,0.000443236679755163,0,7.27410662095617e-40
990,0,1.99744939439001e-20,0,0.000509145244909103,0,3.35124733576778e-41
991,0,2.63917505622333e-21,0,0.00055330588773209,0,1.46066593622012e-42
992,0,3.29896882027915e-22,0,0.000568861433547571,0,6.02300080572087e-44
993,0,3.90126834841803e-23,0,0.00055330588773209,0,2.34959246931866e-45
994,0,4.36466622531483e-24,0,0.000509145244909103,0,8.67141082378294e-47
995,0,4.61970083289052e-25,0,0.000443236679755163,0,3.02764243198185e-48
996,0,4.62587897588032e-26,0,0.000365045747969856,0,1.00008520967864e-49
997,0,4.38220087400875e-27,0,0.000284430716773786,0,3.12526628024426e-51
998,0,3.9274249632152e-28,0,0.000209663725095818,0,9.23963144524342e-53
999,0,3.32997606301489e-29,0,0.000146213576320412,0,2.58428180925801e-54
1000,0,2.67111094846113e-30,0,9.64649853085902e-05,0,6.83821408691483e-56
